host	size	type
GCF_030038515.1_ASM3003851v1_genomic.fna	5.22731	SdTVs
GCF_030038515.1_ASM3003851v1_genomic.fna	5.22731	SdTVs
GCF_030038515.1_ASM3003851v1_genomic.fna	5.22731	SdTVs
GCF_030011615.1_ASM3001161v1_genomic.fna	4.634397	SdTVs
GCF_030027965.1_ASM3002796v1_genomic.fna	4.773458	SdTVs
GCF_030036655.1_ASM3003665v1_genomic.fna	5.235333	SdTVs
GCF_030036655.1_ASM3003665v1_genomic.fna	5.235333	SdTVs
GCF_030036655.1_ASM3003665v1_genomic.fna	5.235333	SdTVs
GCF_029987615.1_ASM2998761v1_genomic.fna	5.235596	SdTVs
GCF_029987615.1_ASM2998761v1_genomic.fna	5.235596	SdTVs
GCF_029987615.1_ASM2998761v1_genomic.fna	5.235596	SdTVs
GCF_030013475.1_ASM3001347v1_genomic.fna	5.474328	SdTVs
GCF_030013475.1_ASM3001347v1_genomic.fna	5.474328	SdTVs
GCF_030013475.1_ASM3001347v1_genomic.fna	5.474328	SdTVs
GCF_030013475.1_ASM3001347v1_genomic.fna	5.474328	SdTVs
GCF_030038665.1_ASM3003866v1_genomic.fna	5.239732	SdTVs
GCF_030038665.1_ASM3003866v1_genomic.fna	5.239732	SdTVs
GCF_030038665.1_ASM3003866v1_genomic.fna	5.239732	SdTVs
GCF_030016185.2_ASM3001618v2_genomic.fna	4.559032	SdTVs
GCF_030016185.2_ASM3001618v2_genomic.fna	4.559032	SdTVs
GCF_030016185.2_ASM3001618v2_genomic.fna	4.559032	SdTVs
GCF_029909755.1_ASM2990975v2_genomic.fna	5.476861	SdTVs
GCF_029909755.1_ASM2990975v2_genomic.fna	5.476861	SdTVs
GCF_030012725.1_ASM3001272v1_genomic.fna	6.137935	SdTVs
GCF_030012725.1_ASM3001272v1_genomic.fna	6.137935	SdTVs
GCF_030012725.1_ASM3001272v1_genomic.fna	6.137935	SdTVs
GCF_030012725.1_ASM3001272v1_genomic.fna	6.137935	SdTVs
GCF_030012725.1_ASM3001272v1_genomic.fna	6.137935	SdTVs
GCF_030012725.1_ASM3001272v1_genomic.fna	6.137935	SdTVs
GCF_030037615.1_ASM3003761v1_genomic.fna	5.112321	SdTVs
GCF_029866905.1_ASM2986690v1_genomic.fna	4.742137	SdTVs
GCF_029991195.1_ASM2999119v1_genomic.fna	5.391668	SdTVs
GCF_029991195.1_ASM2999119v1_genomic.fna	5.391668	SdTVs
GCF_029991195.1_ASM2999119v1_genomic.fna	5.391668	SdTVs
GCF_029991195.1_ASM2999119v1_genomic.fna	5.391668	SdTVs
GCF_029991195.1_ASM2999119v1_genomic.fna	5.391668	SdTVs
GCF_030035225.1_ASM3003522v1_genomic.fna	6.123448	SdTVs
GCF_030035225.1_ASM3003522v1_genomic.fna	6.123448	SdTVs
GCF_030060555.1_ASM3006055v1_genomic.fna	4.339881	SdTVs
GCF_029962245.1_ASM2996224v1_genomic.fna	5.784286	SdTVs
GCF_029962245.1_ASM2996224v1_genomic.fna	5.784286	SdTVs
GCF_029962245.1_ASM2996224v1_genomic.fna	5.784286	SdTVs
GCF_029962245.1_ASM2996224v1_genomic.fna	5.784286	SdTVs
GCF_029962245.1_ASM2996224v1_genomic.fna	5.784286	SdTVs
GCF_029990145.1_ASM2999014v1_genomic.fna	5.2231	SdTVs
GCF_029990145.1_ASM2999014v1_genomic.fna	5.2231	SdTVs
GCF_029910255.1_ASM2991025v1_genomic.fna	3.877239	SdTVs
GCF_029910255.1_ASM2991025v1_genomic.fna	3.877239	SdTVs
GCF_030016155.2_ASM3001615v2_genomic.fna	4.55903	SdTVs
GCF_030016155.2_ASM3001615v2_genomic.fna	4.55903	SdTVs
GCF_030016155.2_ASM3001615v2_genomic.fna	4.55903	SdTVs
GCF_030316235.1_ASM3031623v1_genomic.fna	5.088695	SdTVs
GCF_030316235.1_ASM3031623v1_genomic.fna	5.088695	SdTVs
GCF_030168755.1_ASM3016875v1_genomic.fna	5.435203	SdTVs
GCF_030168755.1_ASM3016875v1_genomic.fna	5.435203	SdTVs
GCF_030142865.1_ASM3014286v1_genomic.fna	4.969864	SdTVs
GCF_030254685.1_ASM3025468v1_genomic.fna	4.780244	SdTVs
GCF_030254685.1_ASM3025468v1_genomic.fna	4.780244	SdTVs
GCF_030370015.1_ASM3037001v1_genomic.fna	5.111375	SdTVs
GCF_030370015.1_ASM3037001v1_genomic.fna	5.111375	SdTVs
GCF_030253455.1_ASM3025345v1_genomic.fna	5.282709	SdTVs
GCF_030253455.1_ASM3025345v1_genomic.fna	5.282709	SdTVs
GCF_030253455.1_ASM3025345v1_genomic.fna	5.282709	SdTVs
GCF_030297235.1_ASM3029723v1_genomic.fna	7.249463	SdTVs
GCF_030389145.1_ASM3038914v1_genomic.fna	5.729093	SdTVs
GCF_030389145.1_ASM3038914v1_genomic.fna	5.729093	SdTVs
GCF_030389145.1_ASM3038914v1_genomic.fna	5.729093	SdTVs
GCF_030389145.1_ASM3038914v1_genomic.fna	5.729093	SdTVs
GCF_030389145.1_ASM3038914v1_genomic.fna	5.729093	SdTVs
GCF_030271895.1_ASM3027189v1_genomic.fna	5.638843	SdTVs
GCF_030271895.1_ASM3027189v1_genomic.fna	5.638843	SdTVs
GCF_030297435.2_ASM3029743v2_genomic.fna	3.782415	SdTVs
GCF_030285505.1_ASM3028550v1_genomic.fna	5.267038	SdTVs
GCF_030285505.1_ASM3028550v1_genomic.fna	5.267038	SdTVs
GCF_030285505.1_ASM3028550v1_genomic.fna	5.267038	SdTVs
GCF_030285505.1_ASM3028550v1_genomic.fna	5.267038	SdTVs
GCF_030285585.1_ASM3028558v1_genomic.fna	5.691828	SdTVs
GCF_030285585.1_ASM3028558v1_genomic.fna	5.691828	SdTVs
GCF_030285585.1_ASM3028558v1_genomic.fna	5.691828	SdTVs
GCF_030285585.1_ASM3028558v1_genomic.fna	5.691828	SdTVs
GCF_030285585.1_ASM3028558v1_genomic.fna	5.691828	SdTVs
GCF_030285585.1_ASM3028558v1_genomic.fna	5.691828	SdTVs
GCF_030254725.1_ASM3025472v1_genomic.fna	4.777908	SdTVs
GCF_030254725.1_ASM3025472v1_genomic.fna	4.777908	SdTVs
GCF_030254725.1_ASM3025472v1_genomic.fna	4.777908	SdTVs
GCF_030388285.1_ASM3038828v1_genomic.fna	6.343532	SdTVs
GCF_030384805.1_ASM3038480v1_genomic.fna	5.210327	SdTVs
GCF_030384805.1_ASM3038480v1_genomic.fna	5.210327	SdTVs
GCF_030384805.1_ASM3038480v1_genomic.fna	5.210327	SdTVs
GCF_030296975.1_ASM3029697v1_genomic.fna	6.057347	SdTVs
GCF_030296975.1_ASM3029697v1_genomic.fna	6.057347	SdTVs
GCF_030296975.1_ASM3029697v1_genomic.fna	6.057347	SdTVs
GCF_030296975.1_ASM3029697v1_genomic.fna	6.057347	SdTVs
GCF_030296975.1_ASM3029697v1_genomic.fna	6.057347	SdTVs
GCF_030295545.1_ASM3029554v1_genomic.fna	5.281796	SdTVs
GCF_030295545.1_ASM3029554v1_genomic.fna	5.281796	SdTVs
GCF_030295545.1_ASM3029554v1_genomic.fna	5.281796	SdTVs
GCF_030295545.1_ASM3029554v1_genomic.fna	5.281796	SdTVs
GCF_030295545.1_ASM3029554v1_genomic.fna	5.281796	SdTVs
GCF_030166495.1_ASM3016649v1_genomic.fna	4.850574	SdTVs
GCF_030297215.1_ASM3029721v1_genomic.fna	7.199295	SdTVs
GCF_030296955.1_ASM3029695v1_genomic.fna	6.063247	SdTVs
GCF_030296955.1_ASM3029695v1_genomic.fna	6.063247	SdTVs
GCF_030296955.1_ASM3029695v1_genomic.fna	6.063247	SdTVs
GCF_030296955.1_ASM3029695v1_genomic.fna	6.063247	SdTVs
GCF_030296955.1_ASM3029695v1_genomic.fna	6.063247	SdTVs
GCF_030177735.1_ASM3017773v1_genomic.fna	5.521236	SdTVs
GCF_030177735.1_ASM3017773v1_genomic.fna	5.521236	SdTVs
GCF_030177735.1_ASM3017773v1_genomic.fna	5.521236	SdTVs
GCF_030177735.1_ASM3017773v1_genomic.fna	5.521236	SdTVs
GCF_030177735.1_ASM3017773v1_genomic.fna	5.521236	SdTVs
GCF_030388645.1_ASM3038864v1_genomic.fna	5.011223	SdTVs
GCF_030388645.1_ASM3038864v1_genomic.fna	5.011223	SdTVs
GCF_030388645.1_ASM3038864v1_genomic.fna	5.011223	SdTVs
GCF_030295665.1_ASM3029566v1_genomic.fna	5.464897	SdTVs
GCF_030295665.1_ASM3029566v1_genomic.fna	5.464897	SdTVs
GCF_030295665.1_ASM3029566v1_genomic.fna	5.464897	SdTVs
GCF_030389255.1_ASM3038925v1_genomic.fna	5.276786	SdTVs
GCF_030389255.1_ASM3038925v1_genomic.fna	5.276786	SdTVs
GCF_030324215.1_ASM3032421v1_genomic.fna	5.144681	SdTVs
GCF_030324215.1_ASM3032421v1_genomic.fna	5.144681	SdTVs
GCF_030324215.1_ASM3032421v1_genomic.fna	5.144681	SdTVs
GCF_030324215.1_ASM3032421v1_genomic.fna	5.144681	SdTVs
GCF_030324215.1_ASM3032421v1_genomic.fna	5.144681	SdTVs
GCF_030295505.1_ASM3029550v1_genomic.fna	5.109215	SdTVs
GCF_030295505.1_ASM3029550v1_genomic.fna	5.109215	SdTVs
GCF_030295505.1_ASM3029550v1_genomic.fna	5.109215	SdTVs
GCF_030295505.1_ASM3029550v1_genomic.fna	5.109215	SdTVs
GCF_030295505.1_ASM3029550v1_genomic.fna	5.109215	SdTVs
GCF_030384785.1_ASM3038478v1_genomic.fna	5.224474	SdTVs
GCF_030384785.1_ASM3038478v1_genomic.fna	5.224474	SdTVs
GCF_030347055.1_ASM3034705v1_genomic.fna	5.334436	SdTVs
GCF_030347055.1_ASM3034705v1_genomic.fna	5.334436	SdTVs
GCF_030297335.1_ASM3029733v1_genomic.fna	7.276189	SdTVs
GCF_030297335.1_ASM3029733v1_genomic.fna	7.276189	SdTVs
GCF_030271855.1_ASM3027185v1_genomic.fna	6.0484	SdTVs
GCF_030271855.1_ASM3027185v1_genomic.fna	6.0484	SdTVs
GCF_030271855.1_ASM3027185v1_genomic.fna	6.0484	SdTVs
GCF_030271855.1_ASM3027185v1_genomic.fna	6.0484	SdTVs
GCF_030271855.1_ASM3027185v1_genomic.fna	6.0484	SdTVs
GCF_030286175.1_ASM3028617v1_genomic.fna	6.562156	SdTVs
GCF_030286175.1_ASM3028617v1_genomic.fna	6.562156	SdTVs
GCF_030286175.1_ASM3028617v1_genomic.fna	6.562156	SdTVs
GCF_030286175.1_ASM3028617v1_genomic.fna	6.562156	SdTVs
GCF_030254745.1_ASM3025474v1_genomic.fna	4.833474	SdTVs
GCF_030254745.1_ASM3025474v1_genomic.fna	4.833474	SdTVs
GCF_030284485.1_ASM3028448v1_genomic.fna	5.833303	SdTVs
GCF_030284485.1_ASM3028448v1_genomic.fna	5.833303	SdTVs
GCF_030284485.1_ASM3028448v1_genomic.fna	5.833303	SdTVs
GCF_030284485.1_ASM3028448v1_genomic.fna	5.833303	SdTVs
GCF_030271955.1_ASM3027195v1_genomic.fna	5.796934	SdTVs
GCF_030271955.1_ASM3027195v1_genomic.fna	5.796934	SdTVs
GCF_030271955.1_ASM3027195v1_genomic.fna	5.796934	SdTVs
GCF_030271955.1_ASM3027195v1_genomic.fna	5.796934	SdTVs
GCF_030271955.1_ASM3027195v1_genomic.fna	5.796934	SdTVs
GCF_030271955.1_ASM3027195v1_genomic.fna	5.796934	SdTVs
GCF_030271955.1_ASM3027195v1_genomic.fna	5.796934	SdTVs
GCF_030295485.1_ASM3029548v1_genomic.fna	5.125506	SdTVs
GCF_030295485.1_ASM3029548v1_genomic.fna	5.125506	SdTVs
GCF_030295485.1_ASM3029548v1_genomic.fna	5.125506	SdTVs
GCF_030295485.1_ASM3029548v1_genomic.fna	5.125506	SdTVs
GCF_030295485.1_ASM3029548v1_genomic.fna	5.125506	SdTVs
GCF_030295485.1_ASM3029548v1_genomic.fna	5.125506	SdTVs
GCF_030295485.1_ASM3029548v1_genomic.fna	5.125506	SdTVs
GCF_030166535.1_ASM3016653v1_genomic.fna	4.973812	SdTVs
GCF_030166535.1_ASM3016653v1_genomic.fna	4.973812	SdTVs
GCF_030168225.1_ASM3016822v1_genomic.fna	5.667507	SdTVs
GCF_030168225.1_ASM3016822v1_genomic.fna	5.667507	SdTVs
GCF_030252675.1_ASM3025267v1_genomic.fna	6.759782	SdTVs
GCF_030252675.1_ASM3025267v1_genomic.fna	6.759782	SdTVs
GCF_030252675.1_ASM3025267v1_genomic.fna	6.759782	SdTVs
GCF_030377045.1_ASM3037704v1_genomic.fna	5.055851	SdTVs
GCF_030377045.1_ASM3037704v1_genomic.fna	5.055851	SdTVs
GCF_030389275.1_ASM3038927v1_genomic.fna	5.076976	SdTVs
GCF_030168695.1_ASM3016869v1_genomic.fna	4.72887	SdTVs
GCF_030168695.1_ASM3016869v1_genomic.fna	4.72887	SdTVs
GCF_030254785.1_ASM3025478v1_genomic.fna	4.777787	SdTVs
GCF_030254785.1_ASM3025478v1_genomic.fna	4.777787	SdTVs
GCF_030254785.1_ASM3025478v1_genomic.fna	4.777787	SdTVs
GCF_030169475.1_ASM3016947v1_genomic.fna	5.04889	SdTVs
GCF_030297455.2_ASM3029745v2_genomic.fna	3.782418	SdTVs
GCF_030297455.2_ASM3029745v2_genomic.fna	3.782418	SdTVs
GCF_030285605.1_ASM3028560v1_genomic.fna	5.243467	SdTVs
GCF_030285605.1_ASM3028560v1_genomic.fna	5.243467	SdTVs
GCF_030285605.1_ASM3028560v1_genomic.fna	5.243467	SdTVs
GCF_030285605.1_ASM3028560v1_genomic.fna	5.243467	SdTVs
GCF_030142245.1_ASM3014224v1_genomic.fna	4.605786	SdTVs
GCF_030166375.1_ASM3016637v1_genomic.fna	4.037899	SdTVs
GCF_030166375.1_ASM3016637v1_genomic.fna	4.037899	SdTVs
GCF_030162155.2_ASM3016215v2_genomic.fna	4.798951	SdTVs
GCF_030323825.1_ASM3032382v1_genomic.fna	5.816532	SdTVs
GCF_030323825.1_ASM3032382v1_genomic.fna	5.816532	SdTVs
GCF_030323825.1_ASM3032382v1_genomic.fna	5.816532	SdTVs
GCF_030323825.1_ASM3032382v1_genomic.fna	5.816532	SdTVs
GCF_030295585.1_ASM3029558v1_genomic.fna	5.259148	SdTVs
GCF_030295585.1_ASM3029558v1_genomic.fna	5.259148	SdTVs
GCF_030295585.1_ASM3029558v1_genomic.fna	5.259148	SdTVs
GCF_030127005.1_ASM3012700v1_genomic.fna	4.940243	SdTVs
GCF_030127005.1_ASM3012700v1_genomic.fna	4.940243	SdTVs
GCF_030169945.1_ASM3016994v1_genomic.fna	6.265239	SdTVs
GCF_030169945.1_ASM3016994v1_genomic.fna	6.265239	SdTVs
GCF_030252405.1_ASM3025240v1_genomic.fna	6.252589	SdTVs
GCF_030252405.1_ASM3025240v1_genomic.fna	6.252589	SdTVs
GCF_030297195.1_ASM3029719v1_genomic.fna	7.10239	SdTVs
GCF_030344995.1_ASM3034499v1_genomic.fna	6.337385	SdTVs
GCF_030297295.1_ASM3029729v1_genomic.fna	7.173407	SdTVs
GCF_030323685.1_ASM3032368v1_genomic.fna	5.596443	SdTVs
GCF_030295195.1_ASM3029519v1_genomic.fna	5.637404	SdTVs
GCF_030295195.1_ASM3029519v1_genomic.fna	5.637404	SdTVs
GCF_030295195.1_ASM3029519v1_genomic.fna	5.637404	SdTVs
GCF_030295195.1_ASM3029519v1_genomic.fna	5.637404	SdTVs
GCF_030295195.1_ASM3029519v1_genomic.fna	5.637404	SdTVs
GCF_030370735.1_ASM3037073v1_genomic.fna	3.978273	SdTVs
GCF_030370735.1_ASM3037073v1_genomic.fna	3.978273	SdTVs
GCF_030370735.1_ASM3037073v1_genomic.fna	3.978273	SdTVs
GCF_030297515.2_ASM3029751v2_genomic.fna	3.775756	SdTVs
GCF_030162175.2_ASM3016217v2_genomic.fna	5.195864	SdTVs
GCF_030162175.2_ASM3016217v2_genomic.fna	5.195864	SdTVs
GCF_030162175.2_ASM3016217v2_genomic.fna	5.195864	SdTVs
GCF_030284605.1_ASM3028460v1_genomic.fna	6.569819	SdTVs
GCF_030296275.1_ASM3029627v1_genomic.fna	5.274513	SdTVs
GCF_030296275.1_ASM3029627v1_genomic.fna	5.274513	SdTVs
GCF_030296275.1_ASM3029627v1_genomic.fna	5.274513	SdTVs
GCF_030296275.1_ASM3029627v1_genomic.fna	5.274513	SdTVs
GCF_030347215.1_ASM3034721v1_genomic.fna	5.337498	SdTVs
GCF_030347215.1_ASM3034721v1_genomic.fna	5.337498	SdTVs
GCF_030347215.1_ASM3034721v1_genomic.fna	5.337498	SdTVs
GCF_030347215.1_ASM3034721v1_genomic.fna	5.337498	SdTVs
GCF_030343625.2_ASM3034362v2_genomic.fna	6.305818	SdTVs
GCF_030343625.2_ASM3034362v2_genomic.fna	6.305818	SdTVs
GCF_030343625.2_ASM3034362v2_genomic.fna	6.305818	SdTVs
GCF_030343625.2_ASM3034362v2_genomic.fna	6.305818	SdTVs
GCF_030295075.1_ASM3029507v1_genomic.fna	4.891226	SdTVs
GCF_030295075.1_ASM3029507v1_genomic.fna	4.891226	SdTVs
GCF_030295075.1_ASM3029507v1_genomic.fna	4.891226	SdTVs
GCF_030388465.1_ASM3038846v1_genomic.fna	4.139074	SdTVs
GCF_030388465.1_ASM3038846v1_genomic.fna	4.139074	SdTVs
GCF_030388465.1_ASM3038846v1_genomic.fna	4.139074	SdTVs
GCF_030388465.1_ASM3038846v1_genomic.fna	4.139074	SdTVs
GCF_030384705.1_ASM3038470v1_genomic.fna	5.299837	SdTVs
GCF_030384705.1_ASM3038470v1_genomic.fna	5.299837	SdTVs
GCF_030384705.1_ASM3038470v1_genomic.fna	5.299837	SdTVs
GCF_030384705.1_ASM3038470v1_genomic.fna	5.299837	SdTVs
GCF_030384845.1_ASM3038484v1_genomic.fna	5.160057	SdTVs
GCF_030384845.1_ASM3038484v1_genomic.fna	5.160057	SdTVs
GCF_030142805.1_ASM3014280v1_genomic.fna	4.704918	SdTVs
GCF_030285565.1_ASM3028556v1_genomic.fna	5.504236	SdTVs
GCF_030285565.1_ASM3028556v1_genomic.fna	5.504236	SdTVs
GCF_030297355.1_ASM3029735v1_genomic.fna	7.1028	SdTVs
GCF_030168795.1_ASM3016879v1_genomic.fna	5.014329	SdTVs
GCF_030271935.1_ASM3027193v1_genomic.fna	5.797949	SdTVs
GCF_030271935.1_ASM3027193v1_genomic.fna	5.797949	SdTVs
GCF_030271935.1_ASM3027193v1_genomic.fna	5.797949	SdTVs
GCF_030271935.1_ASM3027193v1_genomic.fna	5.797949	SdTVs
GCF_030271935.1_ASM3027193v1_genomic.fna	5.797949	SdTVs
GCF_030271935.1_ASM3027193v1_genomic.fna	5.797949	SdTVs
GCF_030271935.1_ASM3027193v1_genomic.fna	5.797949	SdTVs
GCF_030285525.1_ASM3028552v1_genomic.fna	5.314486	SdTVs
GCF_030285525.1_ASM3028552v1_genomic.fna	5.314486	SdTVs
GCF_030285525.1_ASM3028552v1_genomic.fna	5.314486	SdTVs
GCF_030285525.1_ASM3028552v1_genomic.fna	5.314486	SdTVs
GCF_030285525.1_ASM3028552v1_genomic.fna	5.314486	SdTVs
GCF_030297395.1_ASM3029739v1_genomic.fna	5.396957	SdTVs
GCF_030297395.1_ASM3029739v1_genomic.fna	5.396957	SdTVs
GCF_030297395.1_ASM3029739v1_genomic.fna	5.396957	SdTVs
GCF_030297395.1_ASM3029739v1_genomic.fna	5.396957	SdTVs
GCF_030297395.1_ASM3029739v1_genomic.fna	5.396957	SdTVs
GCF_030297395.1_ASM3029739v1_genomic.fna	5.396957	SdTVs
GCF_030297395.1_ASM3029739v1_genomic.fna	5.396957	SdTVs
GCF_030297395.1_ASM3029739v1_genomic.fna	5.396957	SdTVs
GCF_030297395.1_ASM3029739v1_genomic.fna	5.396957	SdTVs
GCF_030316115.1_ASM3031611v1_genomic.fna	5.784373	SdTVs
GCF_030316115.1_ASM3031611v1_genomic.fna	5.784373	SdTVs
GCF_030316115.1_ASM3031611v1_genomic.fna	5.784373	SdTVs
GCF_030316115.1_ASM3031611v1_genomic.fna	5.784373	SdTVs
GCF_030295625.1_ASM3029562v1_genomic.fna	5.235036	SdTVs
GCF_030295625.1_ASM3029562v1_genomic.fna	5.235036	SdTVs
GCF_030295625.1_ASM3029562v1_genomic.fna	5.235036	SdTVs
GCF_030295625.1_ASM3029562v1_genomic.fna	5.235036	SdTVs
GCF_030295625.1_ASM3029562v1_genomic.fna	5.235036	SdTVs
GCF_030295625.1_ASM3029562v1_genomic.fna	5.235036	SdTVs
GCF_030295625.1_ASM3029562v1_genomic.fna	5.235036	SdTVs
GCF_030295625.1_ASM3029562v1_genomic.fna	5.235036	SdTVs
GCF_030142705.1_ASM3014270v1_genomic.fna	4.823213	SdTVs
GCF_030142705.1_ASM3014270v1_genomic.fna	4.823213	SdTVs
GCF_030286165.1_ASM3028616v1_genomic.fna	5.312769	SdTVs
GCF_030286165.1_ASM3028616v1_genomic.fna	5.312769	SdTVs
GCF_030286165.1_ASM3028616v1_genomic.fna	5.312769	SdTVs
GCF_030254805.1_ASM3025480v1_genomic.fna	4.782091	SdTVs
GCF_030254805.1_ASM3025480v1_genomic.fna	4.782091	SdTVs
GCF_030272015.1_ASM3027201v1_genomic.fna	5.545071	SdTVs
GCF_030144705.1_ASM3014470v1_genomic.fna	6.474451	SdTVs
GCF_030384865.1_ASM3038486v1_genomic.fna	5.10031	SdTVs
GCF_030384865.1_ASM3038486v1_genomic.fna	5.10031	SdTVs
GCF_030384865.1_ASM3038486v1_genomic.fna	5.10031	SdTVs
GCF_030384865.1_ASM3038486v1_genomic.fna	5.10031	SdTVs
GCF_030295155.1_ASM3029515v1_genomic.fna	5.851555	SdTVs
GCF_030295155.1_ASM3029515v1_genomic.fna	5.851555	SdTVs
GCF_030295155.1_ASM3029515v1_genomic.fna	5.851555	SdTVs
GCF_030295155.1_ASM3029515v1_genomic.fna	5.851555	SdTVs
GCF_030295155.1_ASM3029515v1_genomic.fna	5.851555	SdTVs
GCF_030295155.1_ASM3029515v1_genomic.fna	5.851555	SdTVs
GCF_030369855.1_ASM3036985v1_genomic.fna	6.457547	SdTVs
GCF_030296095.1_ASM3029609v1_genomic.fna	5.152731	SdTVs
GCF_030296095.1_ASM3029609v1_genomic.fna	5.152731	SdTVs
GCF_030296095.1_ASM3029609v1_genomic.fna	5.152731	SdTVs
GCF_030296095.1_ASM3029609v1_genomic.fna	5.152731	SdTVs
GCF_030369835.1_ASM3036983v1_genomic.fna	6.392724	SdTVs
GCF_030168445.1_ASM3016844v1_genomic.fna	4.843279	SdTVs
GCF_030168445.1_ASM3016844v1_genomic.fna	4.843279	SdTVs
GCF_030271915.1_ASM3027191v1_genomic.fna	5.545157	SdTVs
GCF_030376965.1_ASM3037696v1_genomic.fna	4.882485	SdTVs
GCF_030370465.1_ASM3037046v1_genomic.fna	6.261944	SdTVs
GCF_030370465.1_ASM3037046v1_genomic.fna	6.261944	SdTVs
GCF_030316215.1_ASM3031621v1_genomic.fna	5.038342	SdTVs
GCF_030316215.1_ASM3031621v1_genomic.fna	5.038342	SdTVs
GCF_030346995.2_ASM3034699v2_genomic.fna	5.451302	SdTVs
GCF_030346995.2_ASM3034699v2_genomic.fna	5.451302	SdTVs
GCF_030389315.1_ASM3038931v1_genomic.fna	5.167803	SdTVs
GCF_030389315.1_ASM3038931v1_genomic.fna	5.167803	SdTVs
GCF_030389315.1_ASM3038931v1_genomic.fna	5.167803	SdTVs
GCF_030389315.1_ASM3038931v1_genomic.fna	5.167803	SdTVs
GCF_030296235.1_ASM3029623v1_genomic.fna	5.46969	SdTVs
GCF_030296235.1_ASM3029623v1_genomic.fna	5.46969	SdTVs
GCF_030296235.1_ASM3029623v1_genomic.fna	5.46969	SdTVs
GCF_030296235.1_ASM3029623v1_genomic.fna	5.46969	SdTVs
GCF_030296235.1_ASM3029623v1_genomic.fna	5.46969	SdTVs
GCF_030166475.1_ASM3016647v1_genomic.fna	5.005181	SdTVs
GCF_030271975.1_ASM3027197v1_genomic.fna	5.739016	SdTVs
GCF_030271975.1_ASM3027197v1_genomic.fna	5.739016	SdTVs
GCF_030271975.1_ASM3027197v1_genomic.fna	5.739016	SdTVs
GCF_030271975.1_ASM3027197v1_genomic.fna	5.739016	SdTVs
GCF_030179035.1_ASM3017903v1_genomic.fna	5.68985	SdTVs
GCF_030179035.1_ASM3017903v1_genomic.fna	5.68985	SdTVs
GCF_030169125.1_ASM3016912v1_genomic.fna	4.607202	SdTVs
GCF_030169125.1_ASM3016912v1_genomic.fna	4.607202	SdTVs
GCF_030169125.1_ASM3016912v1_genomic.fna	4.607202	SdTVs
GCF_030389595.1_ASM3038959v1_genomic.fna	5.109168	SdTVs
GCF_030169635.1_ASM3016963v1_genomic.fna	5.457308	SdTVs
GCF_030169635.1_ASM3016963v1_genomic.fna	5.457308	SdTVs
GCF_030295055.1_ASM3029505v1_genomic.fna	5.052012	SdTVs
GCF_030296215.1_ASM3029621v1_genomic.fna	4.976691	SdTVs
GCF_030296215.1_ASM3029621v1_genomic.fna	4.976691	SdTVs
GCF_030296215.1_ASM3029621v1_genomic.fna	4.976691	SdTVs
GCF_030161935.2_ASM3016193v2_genomic.fna	5.008605	SdTVs
GCF_030161935.2_ASM3016193v2_genomic.fna	5.008605	SdTVs
GCF_030161935.2_ASM3016193v2_genomic.fna	5.008605	SdTVs
GCF_030347075.1_ASM3034707v1_genomic.fna	5.504613	SdTVs
GCF_030347075.1_ASM3034707v1_genomic.fna	5.504613	SdTVs
GCF_030347075.1_ASM3034707v1_genomic.fna	5.504613	SdTVs
GCF_030347075.1_ASM3034707v1_genomic.fna	5.504613	SdTVs
GCF_030347075.1_ASM3034707v1_genomic.fna	5.504613	SdTVs
GCF_030296175.1_ASM3029617v1_genomic.fna	5.327449	SdTVs
GCF_030296175.1_ASM3029617v1_genomic.fna	5.327449	SdTVs
GCF_030168675.1_ASM3016867v1_genomic.fna	5.318218	SdTVs
GCF_030168675.1_ASM3016867v1_genomic.fna	5.318218	SdTVs
GCF_030166355.1_ASM3016635v1_genomic.fna	4.781604	SdTVs
GCF_030389295.1_ASM3038929v1_genomic.fna	5.442359	SdTVs
GCF_030389295.1_ASM3038929v1_genomic.fna	5.442359	SdTVs
GCF_030389295.1_ASM3038929v1_genomic.fna	5.442359	SdTVs
GCF_030389295.1_ASM3038929v1_genomic.fna	5.442359	SdTVs
GCF_030389185.1_ASM3038918v1_genomic.fna	4.965767	SdTVs
GCF_030389185.1_ASM3038918v1_genomic.fna	4.965767	SdTVs
GCF_030389185.1_ASM3038918v1_genomic.fna	4.965767	SdTVs
GCF_030323005.1_ASM3032300v1_genomic.fna	3.818756	SdTVs
GCF_030296995.1_ASM3029699v1_genomic.fna	6.030782	SdTVs
GCF_030296995.1_ASM3029699v1_genomic.fna	6.030782	SdTVs
GCF_030296995.1_ASM3029699v1_genomic.fna	6.030782	SdTVs
GCF_030296995.1_ASM3029699v1_genomic.fna	6.030782	SdTVs
GCF_030296995.1_ASM3029699v1_genomic.fna	6.030782	SdTVs
GCF_030166335.1_ASM3016633v1_genomic.fna	5.047984	SdTVs
GCF_030166335.1_ASM3016633v1_genomic.fna	5.047984	SdTVs
GCF_030166335.1_ASM3016633v1_genomic.fna	5.047984	SdTVs
GCF_030166335.1_ASM3016633v1_genomic.fna	5.047984	SdTVs
GCF_030347095.1_ASM3034709v1_genomic.fna	5.180144	SdTVs
GCF_030347095.1_ASM3034709v1_genomic.fna	5.180144	SdTVs
GCF_030162195.2_ASM3016219v2_genomic.fna	4.892298	SdTVs
GCF_030162195.2_ASM3016219v2_genomic.fna	4.892298	SdTVs
